ID,Source_IP,Destination_IP,Protocol,Timestamp,Traffic_Type,Source_Port,Destination_Port,Data_Volume,Packet_Size,HTTP_Status_Code,Firewall_Rule,VPN_Status,MFA_Status,Credential_Used,Data_Classification,Encryption_Algorithm
3586,152.90.78.44,164.173.64.67,TCP,2013-04-28 12:27:38,Outbound,34908,62882,209,386,200,Quarantine,False,Used,GG&YrR^kfzu5,Confidential,AES
3587,143.227.157.141,81.162.76.0,ICMP,2016-03-02 08:02:55,Inbound,52545,30494,69,540,500,Deny,False,Failed,%c90Wni$d^e2,Confidential,SHA-256
3588,53.160.40.219,146.157.248.96,ICMP,2010-11-12 02:27:44,Outbound,55779,33862,116,330,200,Quarantine,False,Failed,xVRdbGHd!8(g,Internal,
3589,144.203.71.176,86.141.55.6,TCP,2017-06-14 18:54:04,Inbound,12713,52174,911,1409,200,Quarantine,True,Bypassed,&pbw(zEy!%e5,Highly Confidential,
3590,109.180.41.253,88.163.61.26,TCP,2011-12-06 06:24:54,Inbound,51808,33096,177,1026,200,Deny,False,Used,%8kUYyQRnMH4,Public,RSA
3591,67.194.112.92,75.81.95.222,TCP,2017-11-06 16:24:09,Outbound,20403,35197,51,1372,200,Allow,True,Bypassed,Bx2Ndt)3*fHD,Confidential,AES
3592,214.201.208.136,119.217.218.232,TCP,2017-03-06 04:27:29,Inbound,24345,29304,272,837,404,Quarantine,False,Bypassed,&IIhQg0*5obe,Confidential,AES
3593,48.222.159.204,16.53.214.237,UDP,2016-04-25 11:05:20,Inbound,8119,32963,884,1134,200,Allow,True,Failed,$6mgNEsPiBAp,Confidential,AES
3594,20.3.216.104,176.147.25.137,ICMP,2014-07-25 15:16:54,Outbound,38062,50335,424,552,200,Quarantine,False,Bypassed,Zg9$j(zU51mD,Highly Confidential,AES
3595,214.123.16.100,151.241.128.111,UDP,2021-06-09 11:13:48,Inbound,19165,34610,291,326,200,Quarantine,True,Failed,y82MfJcP!VYv,Highly Confidential,RSA
3596,177.213.105.179,6.186.213.247,ICMP,2019-07-05 02:18:21,Inbound,40904,7492,90,1202,200,Deny,True,Failed,+zuzTnFA3Z!J,Highly Confidential,RSA
3597,31.20.232.41,7.72.174.197,UDP,2018-08-14 18:56:11,Inbound,14036,35662,507,693,200,Deny,False,Failed,5z1mwujW!6F9,Internal,RSA
3598,180.110.138.142,13.191.189.161,UDP,2010-04-28 23:33:48,Inbound,61000,30004,395,50,200,Quarantine,False,Failed,$4Zy2Y$$pGXS,Internal,AES
3599,209.165.67.46,167.176.111.201,ICMP,2019-05-21 03:19:44,Inbound,8526,194,371,786,200,Deny,True,Bypassed,CP9D6nk6K!!D,Highly Confidential,SHA-256
3600,213.127.9.6,190.188.249.207,TCP,2019-11-11 00:32:58,Outbound,63914,56568,263,567,200,Quarantine,True,Failed,U+bgtqG@hcg4,Highly Confidential,SHA-256
3601,2.8.226.94,215.62.191.92,UDP,2010-11-02 13:52:39,Inbound,46736,54652,497,1304,200,Quarantine,False,Used,7c$VR@mPIV44,Internal,
3602,204.194.140.28,219.150.157.121,UDP,2017-06-21 20:08:26,Outbound,16526,21719,497,1098,200,Allow,True,Used,CM*!UO9l27E4,Confidential,SHA-256
3603,44.61.196.227,11.174.199.106,UDP,2021-05-28 06:21:07,Inbound,57136,23039,510,789,200,Allow,False,Bypassed,*b_4SV*jvJnZ,Highly Confidential,SHA-256
3604,156.240.3.195,90.200.102.211,UDP,2021-06-17 10:06:20,Outbound,9781,4064,709,312,200,Allow,False,Bypassed,OZ@*DngrJS8!,Confidential,RSA
3605,76.181.86.235,111.138.240.226,ICMP,2010-05-25 19:14:30,Inbound,62692,15026,20,1459,200,Allow,True,Failed,L80bleoY&iT1,Highly Confidential,AES
3606,215.135.94.63,172.204.115.145,TCP,2021-11-12 18:42:45,Outbound,48015,60153,97,251,200,Allow,True,Failed,_$*6o8+u*^Bi,Internal,RSA
3607,13.235.201.28,142.183.196.202,ICMP,2023-10-16 11:15:34,Inbound,10292,2447,850,858,200,Quarantine,False,Failed,)P$5ciysUxrT,Internal,RSA
3608,102.151.141.177,2.75.70.141,TCP,2021-03-09 19:33:45,Outbound,43191,21625,800,1460,200,Allow,False,Failed,^qUBJ_+Ul7KD,Confidential,SHA-256
3609,132.44.189.46,193.141.92.126,ICMP,2014-05-16 23:12:21,Outbound,18573,11182,369,142,200,Allow,False,Failed,!iKpqqd!p5zO,Internal,
3610,166.138.171.68,148.32.70.51,TCP,2022-12-23 11:00:59,Inbound,4556,24698,403,905,200,Deny,False,Used,py^Jjqsqww01,Internal,
3611,34.108.253.32,172.217.6.52,ICMP,2015-02-19 19:50:58,Inbound,59850,2044,814,725,200,Quarantine,False,Used,JOaXSZ9o)15L,Highly Confidential,
3612,116.106.101.209,1.101.143.32,UDP,2010-01-10 04:47:25,Inbound,58332,10680,126,1365,200,Allow,False,Used,N*z#Tp6yh(C8,Public,AES
3613,153.131.186.2,171.171.69.55,ICMP,2013-04-23 06:48:36,Inbound,61624,37666,440,1005,200,Quarantine,True,Used,^8oF%JaxCkei,Public,AES
3614,31.76.171.158,61.66.126.48,ICMP,2016-06-08 01:01:58,Outbound,55477,29285,754,1257,200,Allow,True,Failed,)Rieqioe6D6Y,Internal,AES
3615,10.53.19.32,198.137.2.28,TCP,2020-08-06 19:46:04,Inbound,4272,22576,932,1005,200,Deny,False,Failed,g6GnCE^q(gdt,Internal,
3616,215.245.60.27,41.216.236.238,UDP,2016-03-13 03:32:54,Inbound,48414,54264,344,506,200,Allow,True,Used,4ANlC8%AFQ3@,Highly Confidential,SHA-256
3617,130.5.245.118,18.50.255.129,ICMP,2013-07-14 12:30:35,Outbound,49692,24336,529,1000,200,Deny,False,Bypassed,&#xg+4SqiKk9,Highly Confidential,
3618,102.134.252.255,171.41.178.206,ICMP,2010-07-28 09:05:41,Outbound,3373,32114,458,306,200,Allow,True,Bypassed,7Zs)1(Az%%VR,Highly Confidential,
3619,26.83.10.92,64.66.91.159,UDP,2010-06-30 07:58:57,Outbound,8520,25310,20,783,200,Quarantine,True,Used,@5ArCtUcHiHX,Confidential,AES
3620,22.228.55.62,134.249.197.15,TCP,2017-06-24 12:01:54,Inbound,1744,26509,323,758,200,Allow,False,Failed,BjM72tnE)05k,Public,
3621,30.112.163.211,86.253.255.37,TCP,2014-08-02 22:44:12,Outbound,13773,34167,786,1238,200,Deny,True,Failed,Nh&V7VxhEC33,Public,SHA-256
3622,138.194.40.146,137.27.53.179,UDP,2021-08-09 15:43:50,Inbound,36866,40968,112,699,200,Quarantine,True,Failed,Hk!1nQzD4B66,Confidential,
3623,143.193.111.86,109.60.129.159,TCP,2010-10-09 03:20:16,Inbound,24573,41230,313,520,200,Allow,True,Used,!(Hvvrz&F3hQ,Internal,SHA-256
3624,55.27.140.88,206.161.227.125,ICMP,2016-07-07 07:33:10,Inbound,45117,26418,137,483,200,Quarantine,False,Bypassed,$JRAZKi^_&8D,Public,AES
3625,188.123.162.142,25.192.166.14,TCP,2023-06-07 15:42:48,Inbound,19731,3646,636,1232,200,Deny,True,Used,)7qHMpX6@NqF,Confidential,AES
3626,24.162.203.219,61.73.178.103,TCP,2020-04-21 20:18:56,Inbound,21372,55974,705,1179,200,Deny,True,Used,ytAva&(cQX7&,Internal,AES
3627,87.57.133.141,149.253.70.41,TCP,2015-12-11 02:52:39,Outbound,6722,62041,88,1437,200,Allow,False,Failed,Mj(Ye^Tq094o,Highly Confidential,SHA-256
3628,38.217.6.97,160.128.220.76,TCP,2011-02-17 17:41:55,Outbound,7664,52436,693,1115,200,Deny,True,Failed,%iyKDp$DdF5I,Confidential,SHA-256
3629,206.203.103.10,8.151.0.246,TCP,2021-08-23 09:06:59,Outbound,53387,48416,93,712,200,Quarantine,False,Bypassed,F&Fyy1BmXSAh,Internal,RSA
3630,83.172.223.51,202.130.237.173,ICMP,2017-11-16 22:44:18,Outbound,21443,21808,866,1453,500,Quarantine,True,Bypassed,vPv@X0MaCUkN,Internal,SHA-256
3631,8.217.102.139,149.142.100.247,UDP,2011-06-19 14:43:07,Inbound,42834,54490,204,1218,200,Deny,False,Used,!NRKiD!k139L,Internal,SHA-256
3632,163.164.150.131,218.131.110.61,UDP,2010-11-10 11:13:23,Outbound,57876,37013,899,1017,200,Quarantine,False,Failed,^4YNLbWjiqqx,Internal,RSA
3633,26.8.91.175,184.111.79.174,ICMP,2021-06-10 00:11:30,Inbound,34183,62362,78,1345,200,Allow,True,Bypassed,+S$chw#e$3CG,Public,SHA-256
3634,130.248.232.118,70.187.242.30,UDP,2016-11-15 21:04:32,Outbound,57547,9026,513,1166,200,Deny,True,Failed,A@c6$Ff37$Kk,Confidential,RSA
3635,154.137.110.181,141.240.32.61,UDP,2022-07-21 04:12:42,Inbound,39523,25710,341,938,200,Quarantine,True,Failed,@o#uX3LpB#&O,Public,
3636,85.229.196.151,49.80.117.123,ICMP,2022-10-13 18:13:02,Inbound,4735,62813,851,75,500,Deny,True,Used,1iMR&jZO$n!p,Internal,SHA-256
3637,89.162.9.29,124.125.172.244,UDP,2017-02-16 04:37:30,Inbound,54947,46972,262,895,200,Allow,True,Used,i2TS#c_yG+2d,Highly Confidential,RSA
3638,126.14.198.162,94.52.170.142,UDP,2014-03-05 18:32:55,Outbound,50250,64508,30,504,200,Allow,False,Bypassed,Y1@3Hs9iPynf,Confidential,RSA
3639,158.146.226.119,204.220.135.190,UDP,2018-01-03 06:07:47,Outbound,18662,24693,640,416,200,Deny,False,Bypassed,GcU31Zga(4Xy,Internal,SHA-256
3640,63.202.243.89,139.223.237.127,UDP,2013-03-07 02:40:43,Inbound,31919,7328,49,97,200,Allow,False,Used,np6#G5b)+%o!,Public,RSA
3641,105.169.80.148,187.48.230.223,TCP,2014-07-04 20:28:09,Inbound,8813,57509,90,540,200,Allow,True,Failed,r%dkZBlq$2Oy,Internal,AES
3642,218.201.208.154,6.11.39.127,UDP,2011-10-04 11:08:05,Inbound,6756,20216,281,1435,200,Allow,True,Failed,3z(m%m%$&kZz,Public,AES
3643,113.3.74.86,85.138.232.51,ICMP,2019-12-03 22:47:58,Outbound,26304,56961,335,186,200,Quarantine,False,Used,dx7vHk)YA!q5,Public,RSA
3644,113.63.234.37,188.143.156.33,TCP,2012-09-01 19:42:18,Outbound,35597,17194,88,1186,200,Quarantine,False,Bypassed,cg6Srj&p@jXF,Internal,SHA-256
3645,197.70.122.175,189.123.28.60,ICMP,2023-09-01 21:39:14,Outbound,5192,29071,643,121,200,Deny,False,Failed,r8lkLIP2^^F),Public,AES
3646,48.159.83.234,137.159.245.183,UDP,2012-02-05 20:31:23,Outbound,61816,27441,378,1127,200,Quarantine,False,Bypassed,C52GkbyT%kpa,Confidential,
3647,198.249.33.13,114.145.216.207,UDP,2018-03-14 01:30:04,Outbound,22933,30325,731,150,200,Allow,False,Failed,%!IN_0j1n%4^,Internal,SHA-256
3648,12.253.8.180,80.180.25.156,UDP,2018-03-10 17:19:35,Outbound,15743,4754,290,1452,200,Allow,True,Used,K@s$UiHw(U3t,Internal,RSA
3649,52.111.238.16,157.181.180.66,TCP,2019-02-15 07:09:28,Inbound,28860,16883,830,1199,200,Quarantine,False,Used,_p$3Xix0f17d,Internal,SHA-256
3650,183.12.46.195,7.249.186.146,ICMP,2020-05-11 08:32:43,Outbound,53922,11460,873,805,200,Allow,False,Used,$w6FcOte&oY9,Internal,
3651,11.71.15.14,166.210.75.174,UDP,2022-06-05 17:28:06,Outbound,57200,13657,604,120,500,Allow,True,Bypassed,)+S4sA6q2+S6,Public,AES
3652,47.114.138.129,200.29.20.224,UDP,2023-05-07 20:44:31,Inbound,20762,41277,85,956,200,Quarantine,True,Failed,SL^8MTSmL%U3,Highly Confidential,SHA-256
3653,77.48.173.51,116.140.199.181,ICMP,2012-05-08 23:42:08,Outbound,43097,64802,790,167,200,Quarantine,False,Used,8bEQaMg_+3h9,Public,AES
3654,51.76.80.175,95.71.135.12,TCP,2011-08-29 04:32:48,Inbound,48470,9155,51,356,200,Quarantine,False,Failed,g33dPqweb%Cn,Confidential,AES
3655,84.57.212.249,155.32.142.226,TCP,2022-06-04 20:51:56,Inbound,31764,16549,380,1337,500,Deny,True,Used,@w@oIZbvqG3m,Highly Confidential,
3656,99.35.95.77,180.12.106.141,TCP,2018-11-03 03:36:55,Outbound,28038,50385,926,1329,200,Allow,True,Bypassed,(^KT9Uca!0xJ,Highly Confidential,
3657,215.250.242.139,120.214.61.197,TCP,2023-06-10 04:45:52,Inbound,39366,53187,671,472,500,Quarantine,True,Used,OF8(_SlS_9%V,Confidential,SHA-256
3658,118.65.123.43,98.166.95.9,TCP,2017-10-17 11:01:48,Outbound,7093,22088,532,826,500,Allow,False,Bypassed,#SoM&sMPdx5y,Public,RSA
3659,144.55.138.75,23.247.183.162,UDP,2010-01-30 23:09:50,Outbound,5566,64613,715,282,200,Allow,True,Used,TB6Lr88f+3A#,Public,
3660,142.68.245.24,61.168.181.49,TCP,2010-10-15 03:58:53,Outbound,45500,16157,259,1497,200,Allow,False,Used,DykqvGh&_R4v,Highly Confidential,SHA-256
3661,158.48.12.25,9.211.7.127,UDP,2012-11-28 09:39:16,Inbound,27167,19364,864,445,200,Deny,False,Failed,g$S2XRrP%Rxm,Public,SHA-256
3662,187.150.17.63,17.135.171.86,TCP,2018-08-25 09:52:18,Inbound,48974,55824,119,1329,500,Deny,True,Bypassed,+Qg9Iiem14$T,Internal,RSA
3663,149.208.251.201,126.130.128.135,TCP,2018-06-23 15:23:58,Outbound,28741,43620,260,562,200,Deny,True,Used,JH^3hNvh7lLA,Confidential,
3664,166.237.220.72,139.8.171.109,TCP,2015-10-30 11:57:17,Outbound,35427,34642,734,135,200,Allow,False,Used,(qB5VChqc7fc,Public,SHA-256
3665,137.179.136.217,123.127.76.69,TCP,2020-10-14 05:49:11,Outbound,61428,36629,683,1463,500,Allow,True,Bypassed,XDo^LSUe@wY0,Public,SHA-256
3666,217.202.155.133,21.96.152.45,TCP,2020-01-29 22:46:57,Outbound,54700,49032,22,1260,200,Deny,True,Bypassed,$M8Q57mMv#Z7,Confidential,AES
3667,78.80.188.137,39.36.130.43,ICMP,2022-01-04 02:49:51,Outbound,16703,21052,983,1184,200,Deny,True,Bypassed,TW0_rYoe#oL^,Highly Confidential,
3668,132.85.240.108,189.52.22.252,UDP,2020-06-10 07:55:00,Outbound,63405,26092,563,806,200,Deny,False,Bypassed,#0tTtrUJj2yp,Internal,SHA-256
3669,133.199.156.102,188.208.81.46,UDP,2023-09-19 08:35:18,Outbound,33477,5552,315,1397,200,Deny,True,Bypassed,%6kj#VBreMlT,Confidential,AES
3670,194.197.201.185,205.184.226.195,ICMP,2018-05-16 03:59:25,Outbound,55246,13102,280,1067,200,Quarantine,True,Used,T_dxN%Hh+E4A,Internal,AES
3671,203.165.34.93,25.226.39.156,UDP,2018-08-02 03:43:16,Inbound,1470,34279,595,987,200,Allow,True,Failed,H)IIFyPwOj7w,Public,
3672,23.161.191.189,46.197.38.141,ICMP,2020-02-22 08:02:30,Inbound,56395,55877,765,109,200,Allow,True,Used,_bZCLy8g0kE#,Highly Confidential,SHA-256
3673,172.112.96.105,31.10.1.46,TCP,2019-11-25 04:11:47,Inbound,54438,29868,557,1108,200,Deny,False,Bypassed,f(3)wN3YZCvD,Internal,
3674,63.87.205.114,25.79.2.111,TCP,2021-11-20 04:34:35,Outbound,58395,24358,354,197,200,Quarantine,True,Bypassed,xZY!c5vZAn6O,Public,SHA-256
3675,122.137.224.204,144.72.200.13,TCP,2014-02-07 17:38:49,Outbound,64794,15874,100,1314,200,Quarantine,False,Failed,(t7krimp$&F*,Highly Confidential,RSA
3676,199.132.144.226,143.83.44.126,TCP,2013-06-12 01:03:41,Inbound,13627,1870,773,1107,200,Quarantine,True,Bypassed,^MhRa#@aR5QI,Highly Confidential,AES
3677,83.101.244.241,129.115.168.87,UDP,2013-03-24 22:32:11,Inbound,34603,57645,84,61,200,Quarantine,False,Bypassed,d+E0sJQkUJIe,Public,RSA
3678,194.139.104.77,135.94.204.165,ICMP,2015-02-04 15:53:52,Outbound,37173,47737,325,1487,200,Quarantine,True,Bypassed,_rBb4VpJ$+$N,Public,SHA-256
3679,212.38.126.62,142.179.194.137,TCP,2015-03-31 19:28:24,Inbound,31687,20280,904,129,200,Allow,False,Bypassed,#mvrZa*8k13!,Internal,RSA
3680,115.108.142.176,9.30.102.124,UDP,2012-04-22 16:32:10,Inbound,29793,41100,507,783,200,Deny,False,Bypassed,9&9Bav)9h)fG,Confidential,
3681,8.186.212.107,179.236.18.55,TCP,2010-04-19 19:35:17,Outbound,43095,18864,591,782,200,Quarantine,False,Failed,u+rfCDcl9AW2,Public,
3682,75.124.117.91,82.187.176.77,TCP,2011-06-16 12:04:48,Inbound,62569,25781,426,530,404,Allow,False,Failed,*8Ln*vKL+2P!,Public,SHA-256
3683,72.241.88.202,17.18.98.16,ICMP,2014-08-19 11:45:20,Inbound,31791,6145,90,1205,200,Quarantine,True,Used,(x2qCmgijz4p,Highly Confidential,AES
3684,61.125.128.206,120.156.126.180,ICMP,2017-10-24 08:50:22,Outbound,6558,8910,549,1358,500,Quarantine,True,Failed,off&T1O9c+(c,Public,SHA-256
3685,153.52.138.170,130.244.42.161,UDP,2017-03-04 07:23:30,Outbound,2921,5481,476,1004,200,Allow,True,Bypassed,ozL!1oIkDL^A,Internal,RSA
3686,73.4.213.136,1.148.94.85,UDP,2017-09-07 04:34:49,Outbound,24343,14875,481,857,200,Deny,True,Bypassed,$^7YlcTAYQ5R,Public,AES
3687,195.20.134.224,6.200.5.203,UDP,2012-03-18 10:41:53,Outbound,20646,6311,52,1239,200,Quarantine,False,Failed,4*H05%5nca7H,Highly Confidential,SHA-256
3688,90.52.189.56,111.213.155.197,TCP,2018-09-01 11:29:10,Outbound,59253,1106,832,1210,200,Deny,True,Bypassed,+2!CTilICyjw,Internal,RSA
3689,75.30.230.154,183.43.46.78,UDP,2021-07-08 03:07:56,Inbound,9149,63655,231,685,200,Allow,False,Failed,%MwyHDrb@N5Y,Confidential,RSA
3690,121.103.143.40,131.179.169.83,TCP,2018-08-14 04:25:56,Inbound,26680,31151,300,880,200,Allow,True,Used,ThnZyvsGzO8&,Confidential,SHA-256
3691,192.160.200.180,4.167.26.127,TCP,2020-04-05 19:15:05,Inbound,29469,40573,916,102,200,Deny,False,Failed,H1K%w3X$@rH(,Confidential,AES
3692,218.183.169.200,67.129.197.102,TCP,2017-11-30 19:38:17,Inbound,6551,55632,914,550,500,Quarantine,True,Bypassed,)0^^63z6&SDS,Highly Confidential,RSA
3693,37.43.125.17,178.65.36.90,UDP,2014-10-14 14:15:44,Inbound,62083,35476,200,1007,200,Quarantine,False,Failed,)V+nQ^Mbg4_Q,Highly Confidential,RSA
3694,184.190.214.23,11.189.81.124,ICMP,2011-05-25 19:36:34,Inbound,56068,44290,37,541,200,Quarantine,False,Bypassed,*%b)SxE@fx1F,Confidential,
3695,85.47.14.95,86.11.145.7,UDP,2012-05-17 12:58:56,Inbound,52545,32933,604,1353,200,Allow,True,Bypassed,+8RwbUx89Wen,Public,AES
3696,158.212.161.66,173.210.167.34,UDP,2023-09-09 16:59:20,Outbound,17248,32469,492,550,200,Quarantine,False,Used,(shMt8Gg)^0I,Confidential,AES
3697,29.168.189.157,112.20.150.227,TCP,2022-10-04 18:43:41,Outbound,54133,10861,727,1033,200,Deny,True,Used,S68eBFh^$#IA,Public,SHA-256
3698,88.93.34.182,119.180.52.76,UDP,2022-07-25 05:51:32,Outbound,15821,43370,73,1108,200,Deny,False,Used,@W2DGrJw@J$j,Internal,SHA-256
3699,46.109.82.128,181.131.38.156,ICMP,2017-06-06 05:02:32,Inbound,36612,45287,312,253,200,Quarantine,False,Failed,Y_$6Jjf^YrDh,Confidential,SHA-256
3700,30.91.105.243,198.151.41.95,TCP,2013-01-25 14:56:03,Inbound,59604,174,326,375,200,Allow,False,Failed,hD3(5$Oe1%d2,Internal,
3701,98.254.52.98,135.103.40.190,TCP,2015-09-05 15:52:45,Outbound,2222,29522,653,1034,200,Quarantine,False,Failed,D74LkarF$CD6,Highly Confidential,
3702,128.73.156.205,44.254.212.6,UDP,2013-10-26 05:12:25,Outbound,27569,8445,482,579,200,Quarantine,False,Failed,LBTPNNAf*2LO,Highly Confidential,
3703,144.172.248.208,19.1.140.130,UDP,2012-12-13 13:04:14,Inbound,8024,43398,931,179,200,Allow,True,Bypassed,g#eIY&Igbr29,Public,RSA
3704,56.222.211.146,190.62.214.99,TCP,2022-04-27 10:25:48,Outbound,53263,38656,461,369,200,Quarantine,False,Used,+K3je(Smup6Q,Internal,AES
3705,187.217.201.175,135.234.241.251,UDP,2016-09-30 04:29:56,Inbound,27487,60833,336,468,200,Allow,False,Failed,^P5S^xZIJDYo,Confidential,AES
3706,200.243.225.142,147.174.5.39,TCP,2010-06-30 13:52:29,Inbound,53402,63148,211,755,200,Deny,True,Bypassed,Ih@pJQdk)15U,Internal,SHA-256
3707,105.91.84.68,191.75.109.79,ICMP,2016-12-23 14:29:46,Inbound,32061,50581,3,1091,200,Quarantine,False,Used,x6pdy(jP)DDB,Internal,AES
3708,169.44.212.98,116.254.148.74,UDP,2016-02-17 12:58:35,Inbound,26011,48732,723,1185,200,Allow,False,Bypassed,TX*Glt!Chr2W,Confidential,RSA
3709,215.94.206.179,85.119.202.1,TCP,2015-08-19 02:50:52,Outbound,29108,37303,52,1278,200,Quarantine,False,Failed,)B5ZBruNL$BT,Confidential,SHA-256
3710,59.106.253.9,120.48.231.81,ICMP,2011-09-23 21:24:02,Outbound,9799,22336,46,917,200,Allow,True,Bypassed,Fb0BnsOt*(fr,Highly Confidential,AES
3711,150.124.110.61,6.25.36.42,TCP,2016-12-30 07:40:00,Inbound,64469,45309,261,1049,200,Deny,False,Failed,_yTbONwD^Q6D,Internal,
3712,160.170.164.212,96.106.38.169,ICMP,2014-12-27 10:04:40,Outbound,61303,61648,88,782,200,Quarantine,False,Failed,X$8o9xy%o@zF,Confidential,AES
3713,154.82.195.8,213.228.159.229,ICMP,2016-12-16 10:48:12,Inbound,60378,28056,883,296,200,Quarantine,True,Used,2kcBp5Gnez^^,Confidential,
3714,118.153.212.25,211.80.214.16,UDP,2010-11-05 15:13:32,Outbound,56636,18121,376,997,200,Allow,False,Bypassed,l1V2FDRk^60N,Public,SHA-256
3715,215.234.64.219,57.31.244.17,TCP,2016-04-16 17:46:51,Outbound,15257,60246,793,1364,200,Deny,False,Used,+DzOiOY!_2%%,Internal,
3716,81.51.137.10,117.221.65.162,UDP,2019-06-02 01:25:02,Outbound,59582,57956,707,1386,200,Allow,False,Failed,hj$v&@LnbgM7,Confidential,SHA-256
3717,197.208.247.229,94.215.193.73,ICMP,2017-12-29 00:22:08,Inbound,53638,59539,439,323,200,Deny,False,Used,8*sGK2Ra@ScG,Highly Confidential,AES
3718,125.152.173.175,41.213.99.109,TCP,2021-12-08 00:12:38,Outbound,58796,1821,487,566,200,Allow,True,Failed,(9Xu1aMnGHOB,Internal,RSA
3719,204.227.240.226,74.133.47.140,UDP,2011-11-12 09:55:29,Inbound,5059,25101,775,714,200,Allow,True,Bypassed,8L2O3NLaq+eo,Confidential,RSA
3720,155.170.234.171,70.59.195.241,TCP,2010-04-22 10:32:47,Inbound,48507,63544,394,1047,200,Quarantine,True,Bypassed,Aq4a*8m*)c^Y,Highly Confidential,SHA-256
3721,186.247.20.123,154.28.180.118,UDP,2010-11-26 19:52:12,Outbound,10199,38046,341,404,200,Deny,True,Failed,K$6em&pDbpKM,Internal,SHA-256
3722,14.102.72.145,92.195.10.225,UDP,2013-06-02 09:32:58,Outbound,29834,32245,199,228,200,Quarantine,False,Used,@6N9plJOa0y9,Internal,SHA-256
3723,52.97.87.110,61.212.223.98,TCP,2011-01-16 15:29:09,Outbound,46628,35521,190,1253,200,Quarantine,True,Used,*0Z16^a9QjOv,Internal,SHA-256
3724,39.152.234.120,158.107.128.14,UDP,2021-08-07 09:43:42,Outbound,32828,14132,988,1238,404,Deny,False,Used,!E2Zq3vfi4BO,Highly Confidential,SHA-256
3725,19.119.167.71,95.200.167.170,ICMP,2011-10-25 17:49:15,Inbound,8605,41293,705,152,200,Allow,False,Bypassed,4Sh_7Kkm0%s4,Confidential,
3726,149.63.233.232,188.213.54.14,ICMP,2011-05-15 17:41:04,Inbound,20767,43282,827,529,200,Quarantine,False,Used,(9ZIlu$8TAc0,Internal,SHA-256
3727,124.88.87.39,11.245.20.246,ICMP,2014-12-26 17:13:56,Inbound,11697,28580,963,816,200,Quarantine,True,Bypassed,*6X7CdMWz*sQ,Internal,AES
3728,218.31.9.66,84.166.69.101,ICMP,2023-08-27 10:20:31,Outbound,43493,7522,989,383,200,Quarantine,False,Bypassed,YbVfU0tj@4by,Internal,SHA-256
3729,191.16.251.201,104.224.7.49,UDP,2016-08-28 12:04:38,Outbound,29715,4208,702,579,200,Quarantine,False,Bypassed,%2LGlWNmq4$w,Highly Confidential,RSA
3730,35.132.162.47,123.235.168.39,TCP,2015-04-25 00:03:07,Outbound,59705,44235,450,416,200,Allow,True,Failed,2%Lb3VL3TgLX,Public,SHA-256
3731,178.227.213.34,115.191.139.153,UDP,2011-10-30 23:50:10,Outbound,16873,14405,641,1249,200,Quarantine,True,Bypassed,O(K27LbbLCrH,Public,AES
3732,122.170.232.212,116.66.14.57,TCP,2021-12-07 22:04:13,Inbound,7891,17727,116,1166,200,Quarantine,False,Used,+lo$3DjB8ZaL,Highly Confidential,AES
3733,110.150.3.173,52.176.148.147,TCP,2018-07-29 04:24:51,Inbound,54612,29906,133,1409,200,Quarantine,True,Used,aPI44L1xK(o7,Highly Confidential,SHA-256
3734,11.171.115.6,211.147.170.5,TCP,2022-01-15 05:37:37,Outbound,11033,23689,747,606,200,Allow,True,Failed,O)9DfKKo0REH,Highly Confidential,AES
3735,15.134.211.165,114.132.75.156,UDP,2015-12-01 13:26:46,Inbound,64417,34042,672,1232,200,Quarantine,False,Bypassed,J421*IYc(fG#,Confidential,SHA-256
3736,214.199.86.0,206.181.227.189,TCP,2011-10-15 07:42:30,Outbound,49444,49550,265,143,200,Quarantine,False,Bypassed,*z#4Jgus@*)6,Public,AES
3737,156.152.52.38,73.155.45.1,TCP,2018-04-01 10:39:29,Inbound,42222,52987,636,363,200,Quarantine,False,Used,$u3%uIm%ECKb,Confidential,AES
3738,78.24.177.160,143.100.33.251,TCP,2017-12-26 21:59:40,Inbound,62573,34360,328,278,500,Allow,True,Bypassed,$2sGFM(ip_C5,Highly Confidential,RSA
3739,46.213.227.164,154.246.87.66,UDP,2020-07-10 16:19:18,Outbound,11896,16024,305,1461,200,Allow,True,Failed,^XjxU#z!G+5Z,Public,SHA-256
3740,164.43.169.251,4.201.68.177,ICMP,2019-08-03 06:10:57,Outbound,6215,65171,10,798,200,Quarantine,True,Bypassed,#%qRvv!l4dfQ,Internal,AES
3741,192.178.94.92,34.82.195.5,UDP,2021-07-09 04:47:42,Inbound,12020,36869,571,1344,200,Deny,True,Bypassed,#LQ2O&waT4Bw,Confidential,
3742,139.218.184.193,109.161.220.67,TCP,2019-05-24 00:58:08,Inbound,4409,40405,671,1447,200,Deny,False,Bypassed,v@BUNCj8US2x,Confidential,SHA-256
3743,83.198.18.18,81.198.75.238,ICMP,2021-09-30 08:19:45,Outbound,33943,52683,912,577,404,Deny,False,Failed,#D_pCgxOr83K,Highly Confidential,RSA
3744,21.247.112.192,160.52.3.132,ICMP,2019-03-15 14:10:00,Inbound,54324,6312,82,155,200,Allow,True,Used,#QTcuS#Y3!Tv,Confidential,RSA
3745,23.146.115.26,103.189.113.129,UDP,2021-10-15 08:20:16,Inbound,37287,47683,681,137,200,Deny,False,Failed,NnG6YNmdd$@R,Public,RSA
